Timestamp (UTC_TIME),PMT0,PMT1,PMT2,PMT3,PMT4,PMT5,PMT6,PMT7,6Fold,7Fold,8Fold,Trigger,TotalHits,Diaphragm
2022-11-07 20:42:31.335,9369,9135,10059,9815,12334,11183,9342,9969,7326,5490,2331,223252,81206,1.064
2022-11-07 20:42:45.735,11337,11049,11795,11893,14412,13702,11235,12055,8814,6555,2921,269953,97478,1.064
2022-11-07 20:43:00.135,185436,183243,192488,189461,197256,165230,174514,195523,161127,109667,44627,271420,1483151,5.002
2022-11-07 20:43:14.535,220019,212226,208358,216385,233787,209166,215002,210147,205140,178755,101376,268148,1725090,9.963
2022-11-07 20:43:28.935,289898,278819,271213,282877,297453,269600,280090,275701,272803,237713,135480,272511,2245651,15.008
2022-11-07 20:43:43.335,292147,279608,272229,284379,295769,269472,281128,276997,273396,239837,138210,272221,2251729,18.989
2022-11-07 20:43:57.735,289701,277932,271274,282740,291363,267498,279127,275172,271657,237611,136986,270620,2234807,19.011
2022-11-07 20:44:12.135,291059,279098,271438,283473,291585,268139,279912,275706,272297,237794,136045,271793,2240410,17.967
2022-11-07 20:44:26.535,288424,275667,268442,281265,288266,265905,277732,272881,269946,235573,134602,269037,2218582,18.01
2022-11-07 20:44:40.935,289891,277737,270187,282351,289080,267481,279179,274592,271470,236592,134680,270935,2230498,18.053
2022-11-07 20:44:55.335,290015,278968,270958,283959,289989,268138,279934,275500,272271,237479,135676,271945,2237461,16.988
2022-11-07 20:45:09.735,291086,279235,271428,284044,290042,268604,280805,275700,272769,237359,135304,272465,2240944,16.988
2022-11-07 20:45:24.135,288435,276237,269301,281250,287362,266127,277705,273085,270161,234881,133237,269954,2219502,15.966
2022-11-07 20:45:38.535,288122,276499,268932,281639,287301,266319,277944,272990,270193,234758,132586,270286,2219746,15.945
2022-11-07 20:45:52.935,290541,278263,270774,282918,289365,268301,280217,275393,272362,236462,133933,272462,2235772,14.987
2022-11-07 20:46:07.335,287599,275857,267949,280649,286501,265997,277428,272899,269757,234174,132124,269850,2214879,14.987
2022-11-07 20:46:21.735,287188,276235,268938,281424,287666,266899,277909,273526,270553,234156,131427,271117,2219785,14.008
2022-11-07 20:46:36.135,287439,275959,268309,280713,287172,266123,277657,273408,270266,233696,130749,270776,2216780,14.008
2022-11-07 20:46:50.535,282564,273317,264118,278056,283551,263804,275578,270135,267166,229406,126842,268992,2191123,13.539
2022-11-07 20:47:04.935,281391,273569,263533,279850,285253,267051,278560,270966,268006,226753,122578,272156,2200173,12.986
2022-11-07 20:47:19.335,272316,264886,253467,271356,279038,263523,275378,262704,253631,208492,112279,272742,2142668,12.816
2022-11-07 20:47:33.735,259694,253016,241136,260971,268661,255893,267569,251399,237225,191202,102835,267810,2058339,12.007
2022-11-07 20:47:48.135,239771,229228,223063,239643,248975,239807,246937,228740,207458,178371,100235,269787,1896164,11.027
2022-11-07 20:48:02.535,239849,229831,223387,240671,249128,239876,247059,228927,207955,178869,100199,270356,1898728,11.027
2022-11-07 20:48:16.935,227235,216387,213430,224288,232558,218830,223999,215322,208031,180044,101147,271801,1772049,10.005
2022-11-07 20:48:31.335,228186,216649,213849,224627,233407,219201,224808,215861,207797,180213,101494,272264,1776588,10.005
2022-11-07 20:48:45.735,222448,211778,208688,216886,223042,207763,214297,209888,205882,178279,99579,269522,1714790,9.005
2022-11-07 20:49:00.135,219989,210365,207096,215066,221278,206530,212989,208216,204293,176742,99317,267244,1701529,9.005
2022-11-07 20:49:14.535,222832,214438,210597,218668,223712,209203,215411,212181,208300,180258,100808,272857,1727042,8.004
2022-11-07 20:49:28.935,221427,212399,208903,216660,222065,207464,213860,209795,206523,178327,99877,271065,1712573,7.004
2022-11-07 20:49:43.335,218644,210668,207637,214530,216383,205034,211804,208067,204525,174494,94980,270329,1692767,6.003
2022-11-07 20:49:57.735,198397,194210,198100,200692,186136,185000,190871,200878,184092,132026,54508,270046,1554284,5.002
2022-11-07 20:50:12.135,111365,81422,117046,113250,127580,55253,58874,130395,13901,8507,4388,275270,795185,4.002
2022-11-07 20:50:26.535,22839,13105,17299,21185,39600,17243,12906,18559,9668,8044,4214,270233,162736,2.98
2022-11-07 20:50:40.935,14098,12004,13300,14308,14787,15797,12014,12731,9817,8072,4172,271542,109039,2.022
2022-11-07 20:50:55.335,13803,11737,13015,13761,13994,15621,11674,12273,9628,7810,3930,271608,105878,1.873
2022-11-07 20:51:09.735,14026,11897,13331,13966,14502,15764,12014,12453,9648,8023,4207,271334,107953,1.873
2022-11-07 20:51:24.135,13507,11444,12747,13038,14271,14643,11718,12242,9450,7764,3988,268579,103610,1.788
2022-11-07 20:51:38.535,13520,11938,13198,13518,14539,15467,12123,12751,9817,8109,4134,274766,107054,1.703
2022-11-07 20:51:52.935,13360,11382,12794,13315,14231,14857,11562,12441,9403,7769,4062,269941,103942,1.617
2022-11-07 20:52:07.335,13054,11813,12786,13398,14267,14897,11904,12537,9626,7883,3927,272884,104656,1.49
2022-11-07 20:52:21.735,12460,11315,12533,12694,13391,14740,11438,12163,9283,7514,3659,267599,100734,1.405
2022-11-07 20:52:36.135,12451,11349,12523,12576,13391,14451,11657,12191,9470,7482,3580,269033,100589,1.319
2022-11-07 20:52:50.535,12310,11238,12348,12194,13224,14433,11363,12094,9154,6940,3106,270290,99204,1.17
2022-11-07 20:53:04.935,11574,10710,11686,11818,12563,13671,11010,11899,8608,6233,2641,270832,94931,1.107
2022-11-07 20:53:19.335,10998,10333,11676,11402,11917,13568,10676,11358,8247,5800,2303,262999,91928,0.979
2022-11-07 20:53:33.735,10993,10434,11657,11641,12211,13443,10974,11476,8372,5842,2282,270563,92829,0.979
2022-11-07 20:53:48.135,11462,10727,11976,12060,12343,13364,11239,11803,8690,6003,2403,271877,94974,0.979
2022-11-07 20:54:02.535,14003,12111,13681,14093,16932,15871,12532,13546,9675,8279,4504,267426,112769,1.852
2022-11-07 20:54:16.935,10695,10478,11429,11368,12118,13341,10490,11565,8143,5447,2009,269893,91484,0.958
2022-11-07 20:54:31.335,14376,12283,14185,14531,18092,16027,12777,13815,9759,8349,4688,269484,116086,1.83
2022-11-07 20:54:45.735,10570,10032,11096,11180,11895,13040,10473,11364,7747,4992,1718,266609,89650,0.872
2022-11-07 20:55:00.135,13507,11932,13406,13481,15684,14766,12399,13006,9624,8135,4349,266907,108181,1.617
2022-11-07 20:55:14.535,10839,10479,11704,11655,12700,13772,10942,11715,8199,5292,1885,273688,93806,0.851
2022-11-07 20:55:28.935,10004,10143,11363,11354,12239,12845,10703,11413,7861,5057,1755,270222,90064,0.851
2022-11-07 20:55:43.335,11986,11321,12402,12355,13626,14480,11624,12200,9240,7171,3293,270764,99994,1.192
2022-11-07 20:55:57.735,9582,9516,10501,10742,11724,12343,10130,11116,6943,4112,1220,272272,85654,0.745
2022-11-07 20:56:12.135,11843,10863,12218,12419,14143,13782,11271,12220,8277,6124,2817,269624,98759,2.086
2022-11-07 20:56:26.535,11234,10743,11654,11401,12520,13453,10939,11649,8496,5931,2412,270005,93593,1.0
2022-11-07 20:56:40.935,11628,11120,12167,11997,13246,14295,11308,12005,8867,6459,2632,271439,97766,1.043
2022-11-07 20:56:55.335,13704,12087,13785,14082,16865,15124,12608,13533,9738,8306,4575,268912,111788,1.916
2022-11-07 20:57:09.735,11401,11063,11764,11779,13340,13804,11244,12024,8815,6558,2827,270362,96419,1.085
2022-11-07 20:57:24.135,12722,11801,12825,13033,15053,14851,11953,12927,9563,7832,4058,270334,105165,1.49
2022-11-07 20:57:38.535,7486,7514,8112,9060,10595,10029,8834,9547,4696,2871,1042,270776,71177,1.064
2022-11-07 20:57:52.935,11521,11039,12015,11947,13224,13388,11323,11860,8820,6439,2765,271628,96317,1.064
2022-11-07 20:58:07.335,11729,11022,12106,11789,13275,14155,11192,12187,8765,6451,2747,270875,97455,1.064
2022-11-07 20:58:21.735,11511,10924,12032,11847,13194,13367,11059,11904,8800,6483,2741,269787,95838,1.064
2022-11-07 20:58:36.135,11659,11162,12059,11924,13202,13670,11448,12076,8913,6625,2853,271086,97200,1.064
2022-11-07 20:58:50.535,11524,11131,12106,11963,13337,14455,11413,12184,8934,6596,2782,268764,98113,1.064
2022-11-07 20:59:04.935,11394,11093,11939,12044,13454,13932,11318,12196,8860,6568,2856,270093,97370,1.064
